,AGENT COLOR,OUTCOME,N STEPS,AGENT PIECES,OPPONENT PIECES,EPISODE,pawn,horse,knight,rook,queen,king
858,WHITE,LOSS,12,16,12,429,6,2,2,1,0,1
859,BLACK,LOSS,23,10,16,429,7,2,2,2,2,1
860,WHITE,LOSS,18,16,7,430,5,1,0,0,0,1
861,BLACK,LOSS,21,12,16,430,8,2,2,2,1,1
862,WHITE,LOSS,21,14,10,431,5,2,1,1,0,1
863,BLACK,LOSS,18,10,15,431,7,2,2,2,1,1
864,WHITE,LOSS,15,15,10,432,5,1,2,1,0,1
865,BLACK,LOSS,27,10,14,432,6,2,2,2,1,1
866,WHITE,LOSS,20,16,12,433,6,2,1,2,0,1
867,BLACK,LOSS,19,10,15,433,7,2,2,2,1,1
868,WHITE,LOSS,22,13,9,434,4,1,1,2,0,1
869,BLACK,LOSS,15,14,16,434,8,2,2,2,1,1
870,WHITE,LOSS,25,16,11,435,6,1,1,2,0,1
871,BLACK,LOSS,17,11,15,435,8,2,1,2,1,1
872,WHITE,LOSS,14,15,9,436,6,1,0,1,0,1
873,BLACK,LOSS,23,8,13,436,6,1,1,2,2,1
874,WHITE,LOSS,18,16,10,437,5,1,1,2,0,1
875,BLACK,LOSS,20,9,15,437,7,2,2,2,1,1
876,WHITE,LOSS,9,16,12,438,6,2,1,2,0,1
877,BLACK,LOSS,18,13,14,438,6,2,2,2,1,1
878,WHITE,LOSS,14,15,10,439,4,2,1,2,0,1
879,BLACK,LOSS,27,9,14,439,7,1,2,2,1,1
880,WHITE,LOSS,23,14,10,440,5,1,1,2,0,1
881,BLACK,LOSS,20,10,15,440,7,2,2,2,1,1
882,WHITE,LOSS,15,14,10,441,7,1,0,1,0,1
883,BLACK,LOSS,27,7,15,441,7,2,2,2,1,1
884,WHITE,LOSS,15,16,10,442,5,2,1,1,0,1
885,BLACK,LOSS,31,5,15,442,7,2,2,2,1,1
886,WHITE,LOSS,25,15,11,443,5,1,2,1,1,1
887,BLACK,LOSS,20,10,16,443,7,2,2,2,2,1
888,WHITE,LOSS,11,15,10,444,5,1,2,1,0,1
889,BLACK,LOSS,26,9,15,444,7,2,2,2,1,1
890,WHITE,LOSS,13,15,12,445,6,2,1,2,0,1
891,BLACK,LOSS,17,12,15,445,7,2,2,2,1,1
892,WHITE,LOSS,25,13,13,446,7,2,1,2,0,1
893,BLACK,LOSS,24,10,14,446,7,1,2,2,1,1
894,WHITE,LOSS,10,16,10,447,6,1,1,1,0,1
895,BLACK,LOSS,12,9,16,447,7,2,2,2,2,1
896,WHITE,LOSS,11,15,12,448,6,2,1,2,0,1
897,BLACK,LOSS,24,4,14,448,7,2,0,2,2,1
898,WHITE,LOSS,16,16,10,449,6,1,1,1,0,1
899,BLACK,LOSS,14,8,16,449,7,2,2,2,2,1
900,WHITE,LOSS,13,16,12,450,6,1,2,2,0,1
901,BLACK,LOSS,27,6,16,450,7,2,2,3,1,1
902,WHITE,LOSS,15,15,8,451,5,1,0,1,0,1
903,BLACK,LOSS,17,11,16,451,7,2,2,2,2,1
904,WHITE,LOSS,25,14,9,452,5,1,1,1,0,1
905,BLACK,LOSS,35,8,13,452,5,2,2,2,1,1
906,WHITE,LOSS,13,16,10,453,5,2,1,1,0,1
907,BLACK,LOSS,25,10,15,453,6,2,2,2,2,1
908,WHITE,LOSS,13,16,10,454,5,1,2,1,0,1
909,BLACK,LOSS,22,11,15,454,7,2,2,2,1,1
910,WHITE,LOSS,12,16,11,455,6,1,2,1,0,1
911,BLACK,LOSS,19,8,15,455,7,2,2,2,1,1
912,WHITE,LOSS,15,15,10,456,6,1,1,1,0,1
913,BLACK,LOSS,21,8,16,456,8,2,2,2,1,1
914,WHITE,LOSS,17,16,12,457,5,2,2,2,0,1
915,BLACK,LOSS,22,9,15,457,7,2,2,2,1,1
916,WHITE,LOSS,15,16,9,458,5,1,1,1,0,1
917,BLACK,LOSS,45,7,14,458,6,2,2,3,0,1
918,WHITE,LOSS,23,14,9,459,4,1,1,2,0,1
919,BLACK,LOSS,9,9,16,459,7,2,2,2,2,1
920,WHITE,LOSS,23,15,9,460,5,1,1,1,0,1
921,BLACK,LOSS,24,11,14,460,6,2,2,2,1,1
922,WHITE,LOSS,19,15,11,461,6,1,1,2,0,1
923,BLACK,LOSS,22,8,15,461,7,2,2,2,1,1
924,WHITE,LOSS,13,14,11,462,6,1,1,2,0,1
925,BLACK,LOSS,24,11,14,462,7,2,1,2,1,1
926,WHITE,LOSS,22,16,9,463,5,1,1,1,0,1
927,BLACK,LOSS,22,7,14,463,6,2,2,2,1,1
928,WHITE,LOSS,31,13,9,464,6,1,0,1,0,1
929,BLACK,LOSS,20,7,14,464,6,2,2,2,1,1
930,WHITE,LOSS,11,16,14,465,7,2,1,2,1,1
931,BLACK,LOSS,18,8,15,465,7,2,2,2,1,1
932,WHITE,LOSS,12,16,13,466,6,2,2,2,0,1
933,BLACK,LOSS,22,12,14,466,7,1,2,2,1,1
934,WHITE,LOSS,19,16,12,467,6,2,1,2,0,1
935,BLACK,LOSS,29,8,14,467,6,2,2,2,1,1
936,WHITE,LOSS,12,16,13,468,6,2,2,2,0,1
937,BLACK,LOSS,34,9,15,468,7,2,2,2,1,1
938,WHITE,LOSS,17,15,11,469,7,1,1,1,0,1
939,BLACK,LOSS,24,11,16,469,8,2,2,2,1,1
940,WHITE,LOSS,32,15,7,470,4,1,0,1,0,1
941,BLACK,LOSS,25,8,15,470,7,2,2,2,1,1
942,WHITE,LOSS,16,16,11,471,6,2,1,1,0,1
943,BLACK,LOSS,23,8,13,471,6,2,1,1,2,1
944,WHITE,LOSS,13,16,10,472,7,1,0,1,0,1
945,BLACK,LOSS,22,13,14,472,6,2,2,2,1,1
946,WHITE,LOSS,16,16,10,473,5,1,1,2,0,1
947,BLACK,LOSS,27,10,15,473,7,2,2,2,1,1
948,WHITE,LOSS,18,16,10,474,4,2,1,2,0,1
949,BLACK,LOSS,15,13,15,474,7,2,2,2,1,1
950,WHITE,LOSS,18,16,12,475,6,2,1,2,0,1
951,BLACK,LOSS,27,7,13,475,6,1,2,2,1,1
952,WHITE,LOSS,28,16,9,476,4,2,2,0,0,1
953,BLACK,LOSS,35,7,13,476,5,1,2,2,2,1
954,WHITE,LOSS,28,15,9,477,5,1,1,1,0,1
955,BLACK,LOSS,27,9,15,477,8,2,1,2,1,1
956,WHITE,LOSS,15,15,10,478,5,1,1,2,0,1
957,BLACK,LOSS,22,9,15,478,6,2,2,2,2,1
958,WHITE,LOSS,17,15,10,479,6,1,0,1,1,1
959,BLACK,LOSS,24,13,16,479,8,2,2,2,1,1
960,WHITE,LOSS,20,16,11,480,5,2,1,2,0,1
961,BLACK,LOSS,37,7,12,480,6,1,0,2,2,1
962,WHITE,LOSS,21,15,11,481,5,2,1,2,0,1
963,BLACK,LOSS,17,11,15,481,7,2,2,2,1,1
964,WHITE,LOSS,13,16,12,482,6,2,2,1,0,1
965,BLACK,LOSS,17,11,16,482,8,2,2,2,1,1
966,WHITE,LOSS,5,16,15,483,7,2,2,2,1,1
967,BLACK,LOSS,15,11,16,483,8,2,2,2,1,1
968,WHITE,LOSS,21,16,13,484,7,2,1,2,0,1
969,BLACK,LOSS,31,8,15,484,8,2,1,2,1,1
970,WHITE,LOSS,17,15,8,485,4,0,1,2,0,1
971,BLACK,LOSS,27,6,13,485,7,2,0,2,1,1
972,WHITE,LOSS,19,16,10,486,5,0,2,2,0,1
973,BLACK,LOSS,31,9,14,486,6,2,2,2,1,1
974,WHITE,LOSS,41,14,8,487,3,2,1,1,0,1
975,BLACK,LOSS,17,8,16,487,7,2,3,2,1,1
976,WHITE,LOSS,27,13,10,488,5,2,0,2,0,1
977,BLACK,LOSS,19,8,15,488,7,2,2,2,1,1
978,WHITE,LOSS,16,16,13,489,7,1,2,1,1,1
979,BLACK,LOSS,12,13,15,489,7,2,2,2,1,1
980,WHITE,LOSS,15,16,11,490,7,1,1,1,0,1
981,BLACK,LOSS,22,10,15,490,7,2,2,2,1,1
982,WHITE,LOSS,18,15,12,491,6,1,2,2,0,1
983,BLACK,LOSS,34,10,15,491,7,2,2,2,1,1
984,WHITE,LOSS,29,14,6,492,3,1,0,1,0,1
985,BLACK,LOSS,17,8,15,492,6,2,2,2,2,1
986,WHITE,LOSS,14,16,10,493,4,2,1,2,0,1
987,BLACK,LOSS,25,9,14,493,5,2,2,2,2,1
988,WHITE,LOSS,15,15,14,494,8,1,2,2,0,1
989,BLACK,LOSS,19,11,15,494,6,2,2,2,2,1
990,WHITE,LOSS,17,16,9,495,6,0,1,1,0,1
991,BLACK,LOSS,23,10,16,495,8,2,2,2,1,1
992,WHITE,LOSS,21,14,11,496,6,2,1,1,0,1
993,BLACK,LOSS,36,9,14,496,6,2,2,2,1,1
994,WHITE,LOSS,15,16,13,497,6,2,2,2,0,1
995,BLACK,LOSS,18,13,14,497,6,2,2,2,1,1
996,WHITE,LOSS,17,16,12,498,7,1,1,2,0,1
997,BLACK,LOSS,25,7,15,498,7,2,2,2,1,1
998,WHITE,LOSS,12,16,10,499,6,0,1,2,0,1
999,BLACK,LOSS,15,14,14,499,7,1,2,2,1,1
1000,WHITE,LOSS,17,15,9,500,5,1,2,0,0,1
1001,BLACK,LOSS,22,10,15,500,5,3,2,3,1,1
1002,WHITE,LOSS,14,16,12,501,6,2,2,1,0,1
1003,BLACK,LOSS,14,13,15,501,7,2,2,2,1,1
1004,WHITE,LOSS,29,15,9,502,5,1,1,1,0,1
1005,BLACK,LOSS,26,10,15,502,8,2,2,2,0,1
1006,WHITE,LOSS,11,16,13,503,6,2,2,2,0,1
1007,BLACK,LOSS,19,9,14,503,7,2,1,2,1,1
1008,WHITE,LOSS,16,13,11,504,7,1,0,1,1,1
1009,BLACK,LOSS,18,10,15,504,7,2,2,2,1,1
1010,WHITE,LOSS,20,16,11,505,6,1,1,2,0,1
1011,BLACK,LOSS,15,10,16,505,7,3,2,2,1,1
1012,WHITE,LOSS,22,13,11,506,7,1,1,1,0,1
1013,BLACK,LOSS,26,7,16,506,8,2,2,2,1,1
1014,WHITE,LOSS,19,16,11,507,6,1,1,2,0,1
1015,BLACK,LOSS,7,14,16,507,8,2,2,2,1,1
1016,WHITE,LOSS,12,16,10,508,6,1,1,1,0,1
1017,BLACK,LOSS,18,9,15,508,7,2,2,2,1,1
1018,WHITE,LOSS,11,16,13,509,7,2,2,1,0,1
1019,BLACK,LOSS,24,11,16,509,8,2,2,2,1,1
1020,WHITE,LOSS,20,15,11,510,6,1,1,2,0,1
1021,BLACK,LOSS,41,7,14,510,7,2,1,2,1,1
1022,WHITE,LOSS,23,14,8,511,4,0,1,2,0,1
1023,BLACK,LOSS,29,8,15,511,7,2,2,2,1,1
1024,WHITE,LOSS,19,15,10,512,5,1,1,2,0,1
1025,BLACK,LOSS,12,11,15,512,6,2,2,2,2,1
1026,WHITE,LOSS,17,15,9,513,4,1,1,2,0,1
1027,BLACK,LOSS,18,12,14,513,6,2,2,2,1,1
1028,WHITE,LOSS,12,16,11,514,6,1,2,1,0,1
1029,BLACK,LOSS,30,7,16,514,7,3,2,2,1,1
1030,WHITE,LOSS,13,16,9,515,5,1,1,1,0,1
1031,BLACK,LOSS,29,11,15,515,7,2,2,2,1,1
1032,WHITE,LOSS,16,13,10,516,4,2,1,2,0,1
1033,BLACK,LOSS,24,11,15,516,6,2,2,3,1,1
1034,WHITE,LOSS,15,14,12,517,6,2,1,2,0,1
1035,BLACK,LOSS,24,11,14,517,7,2,2,2,0,1
1036,WHITE,LOSS,14,14,10,518,6,1,1,1,0,1
1037,BLACK,LOSS,23,9,14,518,8,1,1,2,1,1
1038,WHITE,LOSS,12,16,11,519,6,1,1,2,0,1
1039,BLACK,LOSS,19,8,15,519,6,3,2,2,1,1
1040,WHITE,LOSS,14,16,10,520,4,2,1,2,0,1
1041,BLACK,LOSS,16,11,15,520,7,2,2,2,1,1
1042,WHITE,LOSS,38,15,10,521,6,1,1,0,1,1
1043,BLACK,LOSS,43,10,14,521,6,1,2,3,1,1
1044,WHITE,LOSS,26,14,9,522,7,0,1,0,0,1
1045,BLACK,LOSS,27,11,15,522,7,2,2,2,1,1
1046,WHITE,LOSS,22,15,10,523,5,1,2,1,0,1
1047,BLACK,LOSS,18,11,14,523,6,1,2,2,2,1
1048,WHITE,LOSS,32,15,8,524,5,0,1,1,0,1
1049,BLACK,LOSS,24,11,16,524,7,2,2,2,2,1
1050,WHITE,LOSS,18,15,12,525,7,1,1,2,0,1
1051,BLACK,LOSS,24,9,13,525,6,1,2,2,1,1
1052,WHITE,LOSS,27,15,7,526,3,1,0,2,0,1
1053,BLACK,LOSS,16,11,16,526,7,2,2,2,2,1
1054,WHITE,LOSS,17,15,10,527,7,1,1,0,0,1
1055,BLACK,LOSS,20,13,15,527,7,2,2,2,1,1
1056,WHITE,LOSS,15,16,12,528,6,1,1,2,1,1
1057,BLACK,LOSS,21,11,15,528,7,2,2,2,1,1
1058,WHITE,LOSS,21,16,12,529,6,2,1,1,1,1
1059,BLACK,LOSS,17,13,16,529,8,2,2,2,1,1
1060,WHITE,LOSS,10,16,13,530,6,2,2,2,0,1
1061,BLACK,LOSS,22,7,16,530,7,2,2,2,2,1
1062,WHITE,LOSS,19,14,10,531,4,2,1,2,0,1
1063,BLACK,LOSS,32,8,14,531,6,2,2,2,1,1
1064,WHITE,LOSS,15,16,10,532,5,2,0,2,0,1
1065,BLACK,LOSS,33,8,13,532,7,2,1,2,0,1
1066,WHITE,LOSS,18,14,9,533,5,1,1,1,0,1
1067,BLACK,LOSS,18,9,16,533,7,3,2,2,1,1
1068,WHITE,LOSS,24,14,7,534,3,1,0,2,0,1
1069,BLACK,LOSS,28,9,15,534,7,2,2,2,1,1
1070,WHITE,LOSS,24,15,11,535,6,1,1,2,0,1
1071,BLACK,LOSS,20,10,15,535,7,2,2,2,1,1
1072,WHITE,LOSS,12,15,13,536,6,2,2,2,0,1
1073,BLACK,LOSS,26,10,16,536,8,2,2,2,1,1
1074,WHITE,LOSS,23,16,11,537,6,1,1,2,0,1
1075,BLACK,LOSS,43,7,14,537,6,2,1,2,2,1
1076,WHITE,LOSS,39,12,7,538,4,1,0,1,0,1
1077,BLACK,LOSS,27,9,16,538,8,2,2,2,1,1
1078,WHITE,LOSS,20,16,11,539,6,1,1,2,0,1
1079,BLACK,LOSS,32,8,14,539,7,2,2,1,1,1
1080,WHITE,LOSS,14,16,11,540,6,1,1,2,0,1
1081,BLACK,LOSS,38,4,14,540,7,2,1,2,1,1
1082,WHITE,LOSS,12,16,9,541,5,1,1,1,0,1
1083,BLACK,LOSS,29,6,15,541,8,1,2,2,1,1
1084,WHITE,LOSS,9,16,12,542,6,1,2,2,0,1
1085,BLACK,LOSS,28,9,14,542,6,2,2,2,1,1
1086,WHITE,LOSS,15,16,10,543,6,1,1,1,0,1
1087,BLACK,LOSS,13,9,15,543,7,2,2,2,1,1
1088,WHITE,LOSS,16,15,12,544,6,2,1,2,0,1
1089,BLACK,LOSS,14,11,16,544,8,2,2,2,1,1
1090,WHITE,LOSS,20,16,10,545,5,1,1,2,0,1
1091,BLACK,LOSS,26,10,14,545,7,1,2,2,1,1
1092,WHITE,LOSS,11,15,9,546,5,1,1,1,0,1
1093,BLACK,LOSS,19,10,15,546,6,3,2,2,1,1
1094,WHITE,LOSS,20,14,12,547,7,1,1,2,0,1
1095,BLACK,LOSS,22,12,15,547,7,2,2,2,1,1
1096,WHITE,LOSS,9,16,12,548,6,2,1,2,0,1
1097,BLACK,LOSS,15,12,15,548,7,2,2,2,1,1
1098,WHITE,LOSS,22,15,9,549,3,2,1,2,0,1
1099,BLACK,LOSS,31,8,13,549,5,2,2,2,1,1
1100,WHITE,LOSS,25,15,10,550,5,1,2,1,0,1
1101,BLACK,LOSS,31,9,16,550,7,2,2,2,2,1
1102,WHITE,LOSS,10,16,13,551,6,2,2,2,0,1
1103,BLACK,LOSS,33,8,15,551,7,2,2,2,1,1
1104,WHITE,LOSS,16,15,11,552,5,1,2,2,0,1
1105,BLACK,LOSS,26,11,15,552,7,2,2,2,1,1
1106,WHITE,LOSS,16,16,8,553,4,1,1,1,0,1
1107,BLACK,LOSS,22,9,14,553,6,2,2,2,1,1
1108,WHITE,LOSS,13,16,10,554,6,1,1,1,0,1
1109,BLACK,LOSS,19,11,16,554,7,2,2,2,2,1
1110,WHITE,LOSS,18,14,11,555,6,1,1,2,0,1
1111,BLACK,LOSS,34,4,13,555,6,1,2,2,1,1
1112,WHITE,LOSS,24,14,9,556,5,1,1,1,0,1
1113,BLACK,LOSS,15,10,15,556,7,2,1,2,2,1
1114,WHITE,LOSS,21,13,11,557,5,1,2,2,0,1
1115,BLACK,LOSS,25,10,16,557,8,2,2,2,1,1
1116,WHITE,LOSS,16,14,11,558,5,2,1,2,0,1
1117,BLACK,LOSS,13,13,14,558,6,2,2,2,1,1
1118,WHITE,LOSS,25,15,9,559,5,1,1,1,0,1
1119,BLACK,LOSS,25,9,14,559,6,2,2,2,1,1
1120,WHITE,LOSS,40,15,12,560,6,2,1,2,0,1
1121,BLACK,LOSS,29,8,14,560,6,2,2,2,1,1
1122,WHITE,LOSS,13,15,11,561,5,2,2,1,0,1
1123,BLACK,LOSS,15,12,16,561,7,2,2,2,2,1
1124,WHITE,LOSS,20,15,10,562,4,2,2,1,0,1
1125,BLACK,LOSS,25,6,16,562,6,3,2,3,1,1
1126,WHITE,LOSS,17,16,12,563,5,2,1,2,1,1
1127,BLACK,LOSS,27,7,15,563,7,2,2,2,1,1
1128,WHITE,LOSS,16,16,10,564,4,1,2,2,0,1
1129,BLACK,LOSS,31,9,15,564,7,2,2,2,1,1
1130,WHITE,LOSS,19,16,7,565,4,0,2,0,0,1
1131,BLACK,LOSS,16,12,16,565,8,2,2,2,1,1
1132,WHITE,LOSS,25,15,11,566,6,1,1,2,0,1
1133,BLACK,LOSS,16,11,15,566,7,2,2,2,1,1
1134,WHITE,LOSS,18,15,9,567,4,0,2,2,0,1
1135,BLACK,LOSS,22,9,14,567,7,1,2,2,1,1
1136,WHITE,LOSS,18,15,11,568,6,1,1,2,0,1
1137,BLACK,LOSS,20,8,15,568,8,2,1,2,1,1
1138,WHITE,LOSS,14,15,10,569,5,1,1,2,0,1
1139,BLACK,LOSS,19,12,16,569,8,2,2,2,1,1
1140,WHITE,LOSS,15,16,6,570,3,1,0,1,0,1
1141,BLACK,LOSS,35,10,13,570,5,2,2,2,1,1
1142,WHITE,LOSS,19,16,10,571,6,1,1,1,0,1
1143,BLACK,LOSS,23,7,15,571,6,3,2,2,1,1
1144,WHITE,LOSS,12,15,10,572,5,1,2,1,0,1
1145,BLACK,LOSS,26,8,14,572,6,2,2,2,1,1
1146,WHITE,LOSS,15,15,13,573,7,2,1,2,0,1
1147,BLACK,LOSS,24,8,14,573,7,2,1,2,1,1
1148,WHITE,LOSS,10,15,12,574,6,1,1,2,1,1
1149,BLACK,LOSS,15,9,15,574,7,2,2,2,1,1
1150,WHITE,LOSS,22,15,8,575,4,1,1,1,0,1
1151,BLACK,LOSS,34,7,13,575,6,2,2,1,1,1
1152,WHITE,LOSS,15,15,7,576,4,1,0,1,0,1
1153,BLACK,LOSS,38,10,14,576,7,1,2,2,1,1
1154,WHITE,LOSS,30,14,7,577,5,0,0,1,0,1
1155,BLACK,LOSS,23,8,15,577,7,2,2,2,1,1
1156,WHITE,LOSS,20,16,9,578,6,1,0,1,0,1
1157,BLACK,LOSS,21,11,14,578,7,1,2,2,1,1
1158,WHITE,LOSS,13,16,14,579,7,2,2,2,0,1
1159,BLACK,LOSS,27,8,14,579,7,2,1,2,1,1
1160,WHITE,LOSS,16,15,11,580,6,1,1,2,0,1
1161,BLACK,LOSS,15,9,16,580,7,2,2,2,2,1
1162,WHITE,LOSS,18,15,9,581,4,1,1,2,0,1
1163,BLACK,LOSS,21,9,15,581,7,2,2,2,1,1
1164,WHITE,LOSS,16,13,10,582,5,1,1,2,0,1
1165,BLACK,LOSS,26,10,14,582,6,2,2,2,1,1
1166,WHITE,LOSS,18,14,12,583,6,2,1,2,0,1
1167,BLACK,LOSS,16,12,15,583,7,2,2,2,1,1
1168,WHITE,LOSS,18,15,11,584,5,2,1,2,0,1
1169,BLACK,LOSS,24,9,16,584,6,2,3,2,2,1
1170,WHITE,LOSS,14,14,10,585,6,1,1,1,0,1
1171,BLACK,LOSS,36,7,14,585,7,2,2,1,1,1
1172,WHITE,LOSS,19,16,9,586,5,1,1,1,0,1
1173,BLACK,LOSS,17,10,14,586,6,2,2,2,1,1
1174,WHITE,LOSS,36,15,7,587,3,0,1,1,1,1
1175,BLACK,LOSS,32,8,16,587,8,2,2,2,1,1
1176,WHITE,LOSS,18,15,10,588,5,1,1,2,0,1
1177,BLACK,LOSS,27,6,15,588,6,2,2,2,2,1
1178,WHITE,LOSS,18,15,8,589,4,0,1,2,0,1
1179,BLACK,LOSS,14,9,15,589,7,2,2,2,1,1
1180,WHITE,LOSS,31,14,7,590,4,0,1,1,0,1
1181,BLACK,LOSS,23,11,15,590,7,2,2,2,1,1
1182,WHITE,LOSS,16,16,13,591,6,2,2,2,0,1
1183,BLACK,LOSS,25,8,15,591,7,2,2,2,1,1
1184,WHITE,LOSS,16,16,11,592,6,1,1,2,0,1
1185,BLACK,LOSS,29,11,15,592,7,2,2,2,1,1
1186,WHITE,LOSS,21,16,12,593,6,2,1,2,0,1
1187,BLACK,LOSS,15,13,15,593,7,2,2,2,1,1
1188,WHITE,LOSS,20,15,8,594,6,0,0,1,0,1
1189,BLACK,LOSS,16,11,14,594,7,1,2,2,1,1
1190,WHITE,LOSS,22,16,9,595,5,0,2,1,0,1
1191,BLACK,LOSS,24,10,14,595,6,2,2,2,1,1
1192,WHITE,LOSS,17,16,10,596,5,2,0,2,0,1
1193,BLACK,LOSS,24,9,15,596,6,2,2,2,2,1
1194,WHITE,LOSS,23,15,9,597,5,1,1,1,0,1
1195,BLACK,LOSS,22,7,14,597,7,2,1,2,1,1
1196,WHITE,LOSS,15,16,10,598,6,1,1,1,0,1
1197,BLACK,LOSS,24,9,14,598,6,2,2,2,1,1
1198,WHITE,LOSS,13,16,12,599,6,2,1,2,0,1
1199,BLACK,LOSS,32,9,14,599,6,2,2,2,1,1
1200,WHITE,LOSS,19,13,10,600,6,0,1,2,0,1
1201,BLACK,LOSS,6,15,16,600,8,2,2,2,1,1
1202,WHITE,LOSS,26,13,8,601,5,1,1,0,0,1
1203,BLACK,LOSS,20,12,15,601,7,2,2,2,1,1
1204,WHITE,LOSS,26,13,5,602,2,1,0,1,0,1
1205,BLACK,LOSS,18,11,15,602,7,2,2,2,1,1
1206,WHITE,LOSS,12,16,11,603,6,1,1,2,0,1
1207,BLACK,LOSS,20,11,15,603,7,2,2,2,1,1
1208,WHITE,LOSS,16,15,12,604,6,1,2,2,0,1
1209,BLACK,LOSS,15,11,15,604,7,2,1,2,2,1
1210,WHITE,LOSS,13,15,11,605,6,1,1,2,0,1
1211,BLACK,LOSS,10,10,16,605,7,2,2,2,2,1
1212,WHITE,LOSS,17,16,10,606,6,1,1,1,0,1
1213,BLACK,LOSS,20,9,16,606,7,3,2,2,1,1
1214,WHITE,LOSS,16,15,11,607,5,2,1,2,0,1
1215,BLACK,LOSS,19,9,15,607,6,3,2,2,1,1
1216,WHITE,LOSS,23,14,11,608,6,2,0,2,0,1
1217,BLACK,LOSS,21,8,15,608,7,2,2,2,1,1
1218,WHITE,LOSS,20,14,10,609,5,1,1,2,0,1
1219,BLACK,LOSS,12,12,16,609,7,2,2,3,1,1
1220,WHITE,LOSS,4,16,15,610,7,2,2,2,1,1
1221,BLACK,LOSS,28,10,15,610,7,2,2,2,1,1
1222,WHITE,LOSS,8,16,11,611,6,1,2,1,0,1
1223,BLACK,LOSS,20,9,16,611,8,2,2,2,1,1
1224,WHITE,LOSS,22,15,8,612,5,0,1,1,0,1
1225,BLACK,LOSS,23,10,16,612,8,2,2,2,1,1
1226,WHITE,LOSS,20,15,10,613,4,2,1,2,0,1
1227,BLACK,LOSS,44,7,16,613,8,2,2,2,1,1
1228,WHITE,LOSS,17,15,7,614,4,1,0,1,0,1
1229,BLACK,LOSS,23,11,16,614,8,2,2,2,1,1
1230,WHITE,LOSS,28,12,6,615,3,0,1,1,0,1
1231,BLACK,LOSS,31,10,15,615,6,2,2,2,2,1
1232,WHITE,LOSS,17,11,8,616,5,0,0,2,0,1
1233,BLACK,LOSS,34,6,15,616,7,2,2,2,1,1
1234,WHITE,LOSS,15,16,12,617,6,1,2,2,0,1
1235,BLACK,LOSS,31,7,14,617,6,2,2,2,1,1
1236,WHITE,LOSS,14,16,10,618,5,1,2,1,0,1
1237,BLACK,LOSS,21,8,15,618,7,2,2,2,1,1
1238,WHITE,LOSS,12,16,12,619,6,2,1,2,0,1
1239,BLACK,LOSS,25,12,16,619,8,2,2,2,1,1
1240,WHITE,LOSS,16,14,10,620,5,1,1,2,0,1
1241,BLACK,LOSS,25,8,15,620,7,2,2,2,1,1
1242,WHITE,LOSS,17,15,11,621,6,2,1,1,0,1
1243,BLACK,LOSS,28,8,15,621,7,2,2,2,1,1
1244,WHITE,LOSS,28,16,9,622,5,1,0,1,1,1
1245,BLACK,LOSS,41,8,14,622,6,2,2,2,1,1
1246,WHITE,LOSS,21,15,11,623,7,1,1,1,0,1
1247,BLACK,LOSS,21,9,16,623,7,3,2,2,1,1
1248,WHITE,LOSS,12,15,11,624,5,1,2,2,0,1
1249,BLACK,LOSS,22,7,14,624,6,2,2,2,1,1
1250,WHITE,LOSS,14,16,12,625,5,2,2,2,0,1
1251,BLACK,LOSS,15,13,15,625,7,2,2,2,1,1
1252,WHITE,LOSS,18,15,10,626,5,1,1,2,0,1
1253,BLACK,LOSS,20,13,15,626,7,2,2,2,1,1
1254,WHITE,LOSS,15,16,12,627,6,1,2,2,0,1
1255,BLACK,LOSS,30,6,15,627,7,2,2,2,1,1
1256,WHITE,LOSS,15,15,10,628,5,1,1,2,0,1
1257,BLACK,LOSS,26,7,15,628,7,2,2,2,1,1
1258,WHITE,LOSS,31,15,10,629,5,1,1,2,0,1
1259,BLACK,LOSS,24,12,15,629,8,1,2,2,1,1
1260,WHITE,LOSS,20,14,10,630,5,2,0,2,0,1
1261,BLACK,LOSS,27,10,16,630,7,3,2,2,1,1
1262,WHITE,LOSS,12,16,10,631,6,1,1,1,0,1
1263,BLACK,LOSS,19,10,15,631,7,2,2,2,1,1
1264,WHITE,LOSS,20,16,11,632,5,2,1,2,0,1
1265,BLACK,LOSS,22,6,13,632,6,1,2,2,1,1
1266,WHITE,LOSS,9,15,14,633,7,2,2,2,0,1
1267,BLACK,LOSS,17,11,15,633,7,2,2,2,1,1
1268,WHITE,LOSS,13,16,10,634,6,0,2,1,0,1
1269,BLACK,LOSS,13,12,16,634,7,2,3,2,1,1
1270,WHITE,LOSS,13,16,12,635,6,2,1,2,0,1
1271,BLACK,LOSS,24,12,15,635,7,2,2,2,1,1
1272,WHITE,LOSS,14,16,9,636,5,1,1,1,0,1
1273,BLACK,LOSS,27,7,15,636,6,2,2,2,2,1
1274,WHITE,LOSS,22,14,9,637,4,1,2,1,0,1
1275,BLACK,LOSS,19,10,14,637,7,1,2,2,1,1
1276,WHITE,LOSS,28,14,9,638,4,1,2,1,0,1
1277,BLACK,LOSS,19,7,16,638,7,3,2,2,1,1
1278,WHITE,LOSS,19,15,10,639,5,1,1,2,0,1
1279,BLACK,LOSS,16,8,16,639,7,2,2,2,2,1
1280,WHITE,LOSS,16,15,12,640,6,2,1,2,0,1
1281,BLACK,LOSS,18,10,14,640,6,2,2,2,1,1
1282,WHITE,LOSS,20,14,10,641,4,1,2,2,0,1
1283,BLACK,LOSS,11,11,16,641,7,2,2,3,1,1
